Data;Onda_Hs_m;Onda_Tp_s;Onda_Dir_graus;Vento_U_m_s;Vento_V_m_s;Vento_Vel_10m_m_s;Vento_Dir_graus;Corr_U_m_s;Corr_V_m_s;Corr_Vel_m_s;Corr_Dir_graus;Heave_Max_m;Pitch_Max_graus;Roll_Max_graus;Status_ULS;Motivo_ULS;Status_SLS_Geral;Motivo_SLS;SLS_Guindaste;SLS_Helicoptero;SLS_Barco_Apoio;SLS_ROV;SLS_Offloading;SLS_Planta
2020-03-03;2.79;8.48;125.8;-5.75;3.52;6.75;148.5;-0.11;-0.1;0.15;221.6;0.24;0.01;0.44;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2020-03-04;2.28;9.18;135.8;3.32;3.53;4.85;46.8;-0.05;-0.0;0.05;184.8;0.17;0.05;0.3;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-05;1.95;8.74;163.1;3.39;4.76;5.84;54.5;-0.05;0.02;0.05;159.3;0.1;0.08;0.14;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-06;2.07;9.3;163.6;0.82;4.93;5.0;80.6;-0.06;-0.0;0.06;182.1;0.2;0.11;0.17;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-07;2.13;11.61;157.1;-2.15;2.22;3.09;134.0;-0.08;-0.06;0.1;216.4;0.53;0.08;0.42;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-08;2.02;10.7;145.4;-3.69;-0.92;3.81;193.9;-0.1;-0.12;0.16;232.5;0.43;0.07;0.32;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-09;1.75;10.36;133.8;-3.62;-1.59;3.95;203.7;-0.11;-0.15;0.18;234.8;0.3;0.04;0.28;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-10;1.57;10.56;123.7;-2.92;-1.65;3.35;209.5;-0.09;-0.14;0.17;236.2;0.26;0.01;0.31;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-11;1.35;10.59;128.7;-3.47;-1.39;3.74;201.9;-0.07;-0.12;0.14;238.5;0.19;0.02;0.37;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-12;1.47;10.85;134.8;-4.39;-2.0;4.83;204.5;-0.07;-0.14;0.16;242.0;0.29;0.04;0.31;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-13;1.3;9.77;129.6;-3.01;-2.52;3.92;219.9;-0.1;-0.16;0.19;238.3;0.1;0.02;0.17;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-14;1.06;9.39;125.4;-3.52;-1.49;3.82;202.9;-0.1;-0.15;0.18;235.2;0.09;0.01;0.14;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-15;1.03;6.82;91.2;-3.55;-3.43;4.94;224.0;-0.08;-0.16;0.18;244.3;0.02;0.01;0.05;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-16;1.09;8.8;99.7;-1.56;-2.24;2.73;235.2;-0.06;-0.11;0.12;242.5;0.07;0.03;0.1;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-17;1.6;12.41;165.1;0.18;1.74;1.75;84.1;-0.05;-0.0;0.05;180.3;0.41;0.08;0.37;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-18;1.64;11.0;175.4;-2.73;0.42;2.77;171.2;-0.07;-0.09;0.11;231.4;0.28;0.08;0.21;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-19;1.48;10.02;139.8;-1.8;-3.86;4.26;245.0;-0.04;-0.15;0.15;256.8;0.19;0.05;0.18;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-20;1.19;8.89;143.8;0.64;1.9;2.0;71.3;-0.08;-0.03;0.08;199.9;0.06;0.03;0.11;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-21;1.18;6.53;170.7;-1.72;4.17;4.51;112.4;-0.07;-0.02;0.07;199.8;0.04;0.01;0.05;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-22;1.15;7.19;160.2;-3.46;2.32;4.17;146.1;-0.06;-0.04;0.08;214.5;0.03;0.02;0.05;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-23;1.23;7.87;145.8;-4.25;1.92;4.66;155.7;-0.07;-0.07;0.1;221.3;0.04;0.03;0.09;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-24;1.33;11.89;143.2;-4.73;1.62;5.0;161.1;-0.08;-0.08;0.12;223.4;0.25;0.03;0.27;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-25;1.3;12.54;141.2;-3.95;0.34;3.97;175.1;-0.08;-0.09;0.12;228.4;0.41;0.03;0.38;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-26;1.12;10.98;135.6;-3.41;-0.04;3.41;180.7;-0.09;-0.1;0.14;226.3;0.18;0.02;0.17;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-27;1.06;8.08;124.9;-3.97;-0.45;3.99;186.4;-0.09;-0.11;0.14;229.1;0.06;0.0;0.1;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-28;1.31;12.58;132.8;-4.38;-1.85;4.76;202.9;-0.09;-0.12;0.15;233.9;0.43;0.02;0.39;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-29;1.6;11.1;132.3;-4.59;-1.67;4.89;200.0;-0.11;-0.14;0.17;231.8;0.29;0.02;0.26;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-30;1.29;8.51;125.1;-2.72;-0.84;2.85;197.2;-0.1;-0.1;0.14;226.7;0.09;0.01;0.31;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-03-31;1.16;9.89;127.8;-1.93;-0.79;2.09;202.1;-0.06;-0.07;0.09;231.8;0.13;0.02;0.22;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-01;1.17;11.02;135.5;-3.24;-0.15;3.25;182.7;-0.08;-0.08;0.11;227.1;0.22;0.02;0.27;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-02;1.62;7.92;111.6;-3.28;-4.69;5.72;235.0;-0.05;-0.16;0.17;251.0;0.08;0.01;0.15;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-03;2.17;7.97;160.5;5.83;0.88;5.9;8.6;-0.01;0.04;0.04;98.7;0.09;0.06;0.13;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-04;4.5;12.52;206.2;6.75;6.24;9.19;42.8;0.06;0.17;0.18;69.5;1.46;0.25;0.09;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho + Offloading;Seguro;Seguro;Suspenso;Suspenso;Suspenso;Segura
2020-04-05;3.06;12.44;180.3;0.48;2.55;2.6;79.4;0.02;0.03;0.04;62.9;0.84;0.15;0.4;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho;Seguro;Seguro;Suspenso;Suspenso;Seguro;Segura
2020-04-06;2.18;11.7;163.8;-2.65;-2.52;3.65;223.6;-0.06;-0.1;0.11;239.7;0.52;0.12;0.35;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-07;1.87;10.4;158.5;0.84;2.16;2.32;68.8;-0.04;0.0;0.04;176.4;0.28;0.1;0.38;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-08;3.0;10.82;190.7;2.78;6.92;7.45;68.1;0.04;0.1;0.1;69.0;0.55;0.21;0.15;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2020-04-09;3.61;13.68;196.4;4.28;5.45;6.93;51.9;0.1;0.14;0.18;54.4;1.28;0.2;0.39;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho + Offloading;Seguro;Seguro;Suspenso;Suspenso;Suspenso;Segura
2020-04-10;3.05;13.08;187.8;2.89;3.56;4.59;50.9;0.07;0.08;0.1;50.3;1.13;0.15;0.36;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho;Seguro;Seguro;Suspenso;Suspenso;Seguro;Segura
2020-04-11;2.76;12.63;170.5;1.95;3.23;3.77;58.9;0.01;0.04;0.04;69.2;0.69;0.13;0.47;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2020-04-12;2.35;12.13;159.5;0.04;2.71;2.71;89.2;-0.03;-0.01;0.04;195.2;0.56;0.09;0.53;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-13;1.77;11.04;152.4;-2.97;-0.17;2.97;183.3;-0.07;-0.07;0.1;226.3;0.32;0.08;0.28;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-14;1.74;8.63;96.4;-4.25;-5.44;6.9;232.0;-0.06;-0.14;0.15;246.7;0.08;0.04;0.16;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-15;1.62;7.05;94.1;2.22;-1.27;2.56;330.3;-0.01;-0.01;0.02;213.5;0.05;0.01;0.09;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-16;1.57;9.75;207.3;2.3;1.8;2.92;38.1;0.04;0.06;0.08;54.3;0.16;0.16;0.01;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-17;1.73;10.18;206.4;1.98;3.99;4.45;63.7;0.07;0.1;0.12;57.1;0.2;0.18;0.01;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-18;1.54;9.48;191.2;-1.08;4.03;4.17;105.0;-0.01;0.03;0.03;106.8;0.16;0.1;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-19;1.49;9.62;162.4;-3.86;1.61;4.18;157.4;-0.07;-0.05;0.09;214.2;0.13;0.08;0.12;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-20;1.55;11.95;135.4;-3.53;0.28;3.54;175.5;-0.08;-0.07;0.11;222.5;0.33;0.02;0.28;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-21;1.42;8.23;119.2;-2.17;-0.21;2.18;185.6;-0.07;-0.07;0.1;224.6;0.08;0.0;0.13;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-22;1.19;8.5;106.7;-1.53;-0.05;1.54;181.8;-0.05;-0.05;0.07;222.5;0.05;0.01;0.1;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-23;1.24;9.33;115.3;-1.13;0.23;1.15;168.4;-0.02;-0.01;0.02;211.4;0.1;0.01;0.15;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-24;1.51;10.45;152.3;-3.56;-0.66;3.62;190.4;-0.05;-0.05;0.07;228.5;0.19;0.08;0.18;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-25;2.05;13.25;156.7;-4.26;-3.59;5.58;220.1;-0.06;-0.11;0.13;240.4;0.77;0.07;0.46;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-26;1.79;12.59;149.6;-1.87;-2.9;3.45;237.1;-0.05;-0.08;0.1;238.9;0.57;0.05;0.59;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-27;1.39;9.61;129.2;-3.01;2.05;3.64;145.8;-0.07;-0.03;0.08;200.6;0.14;0.02;0.14;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-28;2.24;8.62;133.2;-6.33;-0.31;6.34;182.8;-0.08;-0.09;0.12;227.7;0.14;0.03;0.27;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-04-29;2.52;12.51;131.1;-3.24;-4.85;5.84;236.2;-0.07;-0.14;0.16;243.2;0.7;0.02;0.57;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2020-04-30;1.81;12.53;128.9;1.33;-3.02;3.3;293.8;-0.03;-0.06;0.07;243.6;0.48;0.01;0.43;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-01;2.57;14.11;189.5;2.08;3.67;4.21;60.5;0.03;0.07;0.08;70.9;1.08;0.14;0.49;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2020-05-02;2.54;12.56;195.9;2.98;3.25;4.41;47.5;0.09;0.12;0.15;52.5;0.71;0.1;0.17;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2020-05-03;2.76;11.97;184.1;1.75;6.53;6.76;75.0;0.02;0.08;0.08;74.6;0.65;0.12;0.3;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2020-05-04;2.35;11.67;164.6;-1.3;1.01;1.65;142.1;-0.03;-0.03;0.04;229.3;0.59;0.1;0.3;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-05;2.36;11.82;145.1;-0.76;-4.67;4.74;260.8;-0.03;-0.11;0.11;252.3;0.5;0.07;0.44;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-06;1.87;10.94;144.2;2.54;0.54;2.6;12.1;-0.02;-0.01;0.02;215.3;0.28;0.07;0.3;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-07;2.93;9.73;199.4;2.98;7.98;8.51;69.5;0.05;0.13;0.13;69.7;0.28;0.26;0.09;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2020-05-08;2.42;10.99;193.8;-0.04;4.06;4.06;90.6;0.06;0.08;0.1;51.5;0.41;0.16;0.13;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-09;1.98;10.86;177.9;-1.98;-1.03;2.23;207.4;-0.0;-0.03;0.03;267.5;0.26;0.16;0.15;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-10;1.61;9.09;119.3;-3.53;-4.98;6.1;234.6;-0.04;-0.11;0.12;250.1;0.11;0.0;0.16;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-11;1.72;6.82;58.4;-2.88;-6.41;7.03;245.8;-0.04;-0.14;0.14;254.7;0.04;0.02;0.04;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-12;1.23;6.83;54.3;-1.6;-5.11;5.36;252.6;-0.03;-0.11;0.11;255.2;0.03;0.02;0.03;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-13;1.3;7.38;62.8;-1.94;-5.13;5.49;249.3;0.01;-0.08;0.08;279.5;0.05;0.03;0.06;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-14;1.8;8.51;167.5;3.04;3.46;4.6;48.7;0.03;0.07;0.08;69.5;0.09;0.06;0.12;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-15;1.95;8.43;191.7;-0.17;4.66;4.66;92.1;0.03;0.05;0.06;57.6;0.12;0.11;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-16;1.53;9.24;178.8;0.8;-1.08;1.34;306.6;0.04;-0.0;0.04;359.4;0.13;0.1;0.2;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-17;1.44;10.77;178.9;1.84;-0.59;1.94;342.2;0.02;-0.01;0.03;335.5;0.22;0.1;0.14;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-18;1.15;10.62;182.9;0.93;0.19;0.95;11.6;0.02;0.0;0.02;4.5;0.18;0.07;0.09;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-19;1.66;12.43;181.8;-3.92;0.41;3.94;174.0;-0.02;-0.03;0.04;237.8;0.49;0.11;0.32;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-20;2.22;11.82;159.7;-5.34;-3.15;6.2;210.5;-0.05;-0.1;0.11;244.9;0.46;0.08;0.4;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-21;1.79;9.68;108.4;-4.26;-4.98;6.55;229.5;-0.06;-0.14;0.15;244.8;0.19;0.03;0.29;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-22;1.74;7.07;69.6;-3.93;-6.62;7.7;239.3;-0.04;-0.13;0.13;253.4;0.04;0.04;0.06;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-23;1.71;7.54;61.7;-0.39;-6.43;6.44;266.5;0.02;-0.07;0.08;287.7;0.05;0.04;0.07;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-24;2.26;8.2;205.1;7.74;-0.07;7.74;359.5;0.08;0.07;0.1;40.7;0.09;0.11;0.02;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-25;2.22;9.58;216.7;5.24;-1.09;5.36;348.2;0.08;0.02;0.08;17.1;0.19;0.23;0.04;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-26;2.67;9.26;227.4;8.46;1.93;8.68;12.9;0.08;0.08;0.11;43.8;0.19;0.16;0.1;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2020-05-27;3.83;12.02;211.4;7.52;4.85;8.95;32.8;0.13;0.16;0.21;52.5;0.97;0.2;0.02;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho + Offloading;Seguro;Seguro;Suspenso;Suspenso;Suspenso;Segura
2020-05-28;3.44;13.47;195.9;2.71;3.91;4.76;55.2;0.09;0.09;0.13;47.4;1.33;0.15;0.28;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho;Seguro;Seguro;Suspenso;Suspenso;Seguro;Segura
2020-05-29;2.24;12.2;178.2;-0.48;-1.11;1.21;246.7;-0.02;-0.05;0.06;249.5;0.67;0.12;0.44;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-30;1.84;11.83;155.6;-1.27;-4.06;4.25;252.7;-0.03;-0.1;0.1;252.4;0.38;0.1;0.38;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-05-31;1.47;11.0;152.4;1.7;-2.23;2.81;307.4;0.01;-0.04;0.04;279.2;0.25;0.06;0.22;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-06-01;1.54;11.55;168.2;1.67;0.3;1.7;10.3;0.0;0.0;0.0;2.6;0.28;0.08;0.21;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-06-02;2.5;11.74;193.4;-0.54;4.4;4.43;97.0;0.04;0.08;0.09;63.9;0.44;0.12;0.24;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-06-03;2.23;11.9;179.0;-1.15;2.48;2.74;114.9;0.04;0.05;0.06;55.8;0.47;0.11;0.21;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-06-04;1.81;11.23;161.4;-3.91;2.05;4.42;152.4;-0.04;-0.02;0.04;207.0;0.35;0.09;0.31;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-06-05;1.77;10.74;133.7;-6.59;-0.78;6.64;186.7;-0.08;-0.08;0.11;226.4;0.27;0.03;0.34;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2020-06-06;2.1;7.74;84.3;-6.54;-5.63;8.63;220.7;-0.07;-0.15;0.17;243.3;0.07;0.05;0.22;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
