Data;Onda_Hs_m;Onda_Tp_s;Onda_Dir_graus;Vento_U_m_s;Vento_V_m_s;Vento_Vel_10m_m_s;Vento_Dir_graus;Corr_U_m_s;Corr_V_m_s;Corr_Vel_m_s;Corr_Dir_graus;Heave_Max_m;Pitch_Max_graus;Roll_Max_graus;Status_ULS;Motivo_ULS;Status_SLS_Geral;Motivo_SLS;SLS_Guindaste;SLS_Helicoptero;SLS_Barco_Apoio;SLS_ROV;SLS_Offloading;SLS_Planta
2017-03-02;1.21;7.72;89.8;-0.26;-2.06;2.08;262.9;-0.05;-0.1;0.12;242.8;0.05;0.02;0.12;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-03;1.29;7.35;72.3;-2.27;-4.15;4.73;241.3;-0.06;-0.13;0.14;246.6;0.04;0.02;0.06;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-04;1.43;7.45;63.8;-1.17;-5.36;5.48;257.7;-0.03;-0.11;0.12;254.0;0.06;0.03;0.1;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-05;1.6;12.02;121.0;1.29;-2.55;2.86;296.8;-0.01;-0.02;0.03;241.9;0.41;0.0;0.34;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-06;1.95;10.59;167.3;-1.81;3.05;3.55;120.6;-0.11;-0.02;0.11;190.3;0.25;0.11;0.21;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-07;1.91;9.87;159.5;-3.18;1.81;3.66;150.3;-0.1;-0.05;0.11;206.8;0.21;0.1;0.21;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-08;1.62;8.98;142.1;-5.53;0.73;5.58;172.5;-0.13;-0.12;0.17;221.1;0.1;0.03;0.15;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-09;2.01;9.58;119.4;-6.72;-3.62;7.63;208.3;-0.1;-0.18;0.21;241.1;0.2;0.0;0.31;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-10;2.0;8.22;87.0;-3.81;-5.43;6.63;235.0;-0.09;-0.19;0.21;244.7;0.09;0.07;0.21;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-11;1.33;7.2;92.9;-1.18;0.94;1.51;141.2;-0.12;-0.07;0.14;209.1;0.04;0.01;0.09;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-12;1.62;10.32;153.4;-2.12;-2.98;3.65;234.5;-0.02;-0.07;0.07;258.3;0.2;0.1;0.18;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-13;1.98;10.43;187.1;0.99;2.46;2.65;68.0;-0.05;0.03;0.06;145.3;0.27;0.21;0.18;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-14;2.64;12.04;192.3;-2.31;2.48;3.39;132.9;-0.03;-0.0;0.03;180.7;0.73;0.17;0.19;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2017-03-15;2.26;12.05;177.3;-5.25;-0.93;5.33;190.0;-0.06;-0.07;0.09;232.8;0.52;0.16;0.47;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-16;1.92;11.36;138.4;-4.57;-4.08;6.13;221.7;-0.08;-0.15;0.17;243.2;0.37;0.03;0.51;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-17;1.77;10.22;126.9;-0.16;0.06;0.18;159.6;-0.06;-0.06;0.09;225.5;0.2;0.02;0.25;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-18;2.06;8.45;175.7;-2.04;6.62;6.93;107.1;-0.08;0.04;0.09;155.4;0.09;0.1;0.1;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-19;2.34;11.74;182.2;-3.9;2.82;4.81;144.1;-0.05;-0.0;0.05;184.1;0.66;0.12;0.25;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-20;2.65;13.95;170.8;-2.85;3.2;4.29;131.7;-0.08;-0.04;0.09;205.0;1.27;0.09;0.77;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2017-03-21;2.69;14.05;157.4;-3.99;3.38;5.23;139.8;-0.12;-0.06;0.14;206.6;1.04;0.07;0.9;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2017-03-22;2.42;12.72;141.1;-5.06;1.42;5.25;164.4;-0.13;-0.09;0.16;216.0;0.67;0.04;0.54;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-23;2.17;11.11;129.1;-5.0;0.46;5.03;174.8;-0.13;-0.11;0.17;219.6;0.48;0.03;0.4;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-24;2.01;11.02;117.5;-4.26;-1.69;4.58;201.6;-0.11;-0.13;0.17;228.4;0.32;0.01;0.4;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-25;1.68;10.97;115.3;-0.48;-0.06;0.48;186.9;-0.1;-0.08;0.12;219.5;0.38;0.01;0.36;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-26;1.71;10.42;126.1;-0.59;3.64;3.69;99.3;-0.1;-0.03;0.1;197.5;0.27;0.02;0.43;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-27;1.67;8.65;135.0;-1.62;3.63;3.97;114.0;-0.11;-0.04;0.12;198.9;0.11;0.02;0.16;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-28;1.77;8.81;133.2;-4.12;3.63;5.49;138.7;-0.15;-0.08;0.17;207.7;0.09;0.02;0.22;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-29;1.98;8.68;133.9;-4.34;4.15;6.01;136.3;-0.15;-0.09;0.18;208.9;0.12;0.03;0.31;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-30;1.85;8.94;133.0;-2.36;3.51;4.23;123.9;-0.12;-0.07;0.14;208.2;0.1;0.03;0.16;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-03-31;1.73;8.8;141.9;0.48;4.9;4.92;84.4;-0.11;-0.03;0.11;197.3;0.1;0.03;0.25;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-01;2.59;9.84;146.8;-1.83;6.42;6.68;105.9;-0.14;-0.05;0.15;198.2;0.34;0.1;0.52;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2017-04-02;2.68;10.38;133.3;-4.03;3.72;5.48;137.3;-0.14;-0.08;0.16;209.9;0.38;0.05;0.55;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2017-04-03;2.19;9.99;127.6;-3.72;1.45;4.0;158.7;-0.14;-0.09;0.17;213.9;0.26;0.03;0.37;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-04;1.73;9.59;127.5;-3.04;-0.85;3.16;195.6;-0.12;-0.13;0.18;225.5;0.16;0.02;0.2;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-05;1.68;9.32;115.1;-3.87;-4.23;5.74;227.6;-0.12;-0.17;0.2;234.6;0.12;0.01;0.17;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-06;1.49;7.75;83.7;-0.15;-2.73;2.73;266.8;-0.06;-0.09;0.1;237.3;0.06;0.03;0.09;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-07;1.14;7.0;99.2;-2.34;2.95;3.77;128.4;-0.09;-0.03;0.1;200.5;0.03;0.01;0.07;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-08;1.31;6.73;121.4;-4.22;2.2;4.76;152.5;-0.1;-0.05;0.11;205.5;0.03;0.0;0.07;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-09;2.05;8.36;130.2;-5.95;1.85;6.23;162.7;-0.15;-0.12;0.19;218.6;0.09;0.02;0.16;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-10;2.43;8.78;115.5;-6.98;-0.18;6.99;181.4;-0.19;-0.19;0.27;224.4;0.17;0.01;0.34;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-11;2.26;9.27;102.6;-4.43;-3.84;5.86;220.9;-0.15;-0.21;0.25;234.9;0.18;0.05;0.22;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-12;2.1;9.47;132.9;-0.08;4.29;4.29;91.0;-0.13;-0.02;0.13;188.5;0.18;0.05;0.25;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-13;2.83;11.58;177.2;-1.98;5.44;5.79;110.0;-0.05;0.05;0.07;131.5;0.57;0.13;0.28;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2017-04-14;2.58;12.51;176.3;-2.91;-0.16;2.92;183.1;-0.0;0.01;0.01;118.5;0.76;0.12;0.5;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2017-04-15;2.18;12.09;172.4;-2.99;-1.83;3.5;211.5;-0.02;-0.04;0.04;244.2;0.46;0.08;0.41;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-16;1.97;11.92;174.0;-1.49;-3.27;3.59;245.6;-0.0;-0.06;0.06;268.2;0.52;0.09;0.46;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-17;2.16;10.2;175.7;-0.51;5.47;5.5;95.3;-0.06;0.04;0.07;149.1;0.31;0.2;0.18;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-18;2.15;12.34;167.8;-2.76;4.34;5.15;122.5;-0.06;-0.0;0.06;180.8;0.56;0.08;0.4;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-19;1.73;11.17;162.9;-4.03;1.41;4.27;160.7;-0.07;-0.04;0.08;207.0;0.32;0.08;0.29;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-20;2.01;11.11;141.1;-6.07;-3.39;6.95;209.2;-0.08;-0.12;0.15;235.7;0.37;0.06;0.31;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-21;2.2;7.83;79.9;-4.25;-6.69;7.92;237.6;-0.07;-0.17;0.19;247.5;0.07;0.04;0.11;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-22;1.73;7.39;96.5;2.92;1.06;3.11;20.0;-0.04;-0.01;0.04;190.7;0.06;0.02;0.11;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-23;1.92;8.0;171.9;-1.13;5.37;5.49;101.9;-0.04;0.04;0.06;128.8;0.11;0.06;0.21;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-24;1.65;9.54;168.3;-4.02;-0.3;4.03;184.2;-0.03;-0.02;0.04;216.6;0.15;0.12;0.11;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-25;1.66;9.54;132.7;-5.7;-3.48;6.68;211.4;-0.06;-0.1;0.12;240.8;0.16;0.04;0.22;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-26;2.22;7.27;66.4;-3.54;-7.26;8.07;244.0;-0.04;-0.16;0.16;256.2;0.09;0.05;0.17;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-27;2.22;8.85;140.8;3.69;3.51;5.09;43.6;-0.06;0.01;0.06;170.4;0.12;0.05;0.25;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-04-28;3.34;14.2;202.1;0.97;4.82;4.91;78.6;0.01;0.07;0.07;79.3;1.52;0.15;0.21;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Guindaste + Barco de Apoio + ROV/Mergulho;Suspenso;Seguro;Suspenso;Suspenso;Seguro;Segura
2017-04-29;3.0;14.89;195.7;-0.86;2.01;2.18;113.3;0.04;0.05;0.07;55.6;1.2;0.16;0.39;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho;Seguro;Seguro;Suspenso;Suspenso;Seguro;Segura
2017-04-30;2.31;13.8;189.9;-2.46;1.46;2.86;149.4;-0.0;0.0;0.0;138.3;0.85;0.1;0.3;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-01;1.97;13.8;180.4;-2.54;-0.22;2.55;184.9;-0.02;-0.03;0.04;236.9;0.77;0.08;0.43;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-02;1.6;12.36;167.3;-3.84;-0.84;3.93;192.4;-0.05;-0.06;0.08;226.4;0.52;0.06;0.28;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-03;1.48;11.91;145.9;-3.98;-1.8;4.37;204.4;-0.05;-0.08;0.1;236.6;0.41;0.05;0.27;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-04;2.1;13.85;144.9;-3.19;-2.91;4.32;222.4;-0.06;-0.11;0.12;238.4;0.7;0.04;0.7;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-05;1.95;11.33;123.9;-1.54;-2.89;3.27;241.9;-0.04;-0.08;0.09;246.1;0.46;0.01;0.41;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-06;1.55;8.8;115.9;0.23;1.61;1.63;81.8;-0.02;0.0;0.02;178.1;0.11;0.01;0.15;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-07;1.58;9.71;128.9;-2.2;3.54;4.17;121.9;-0.07;-0.02;0.07;192.1;0.13;0.02;0.22;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-08;1.93;14.0;157.0;-1.53;1.2;1.94;142.1;-0.06;-0.04;0.07;209.5;0.77;0.06;0.73;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-09;1.79;12.59;160.0;0.4;-1.89;1.93;282.1;-0.04;-0.08;0.09;239.3;0.57;0.07;0.43;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-10;1.53;9.67;159.9;1.31;3.51;3.75;69.5;-0.03;0.02;0.04;150.0;0.19;0.07;0.25;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-11;1.79;8.13;178.6;0.22;5.72;5.72;87.8;-0.0;0.07;0.07;90.7;0.07;0.05;0.08;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-12;1.91;10.49;182.3;-2.69;0.91;2.84;161.4;-0.01;0.0;0.01;148.5;0.28;0.15;0.2;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-13;1.81;10.13;147.7;-3.34;-4.93;5.96;235.9;-0.03;-0.1;0.1;251.5;0.2;0.06;0.3;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-14;2.01;9.45;137.7;1.92;-4.02;4.45;295.6;0.0;-0.07;0.07;272.3;0.14;0.06;0.22;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-15;2.95;9.64;209.2;5.8;5.59;8.05;43.9;0.01;0.09;0.09;84.0;0.33;0.32;0.01;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2017-05-16;3.14;12.41;174.2;0.78;4.12;4.19;79.2;0.0;0.05;0.05;85.3;1.01;0.14;0.57;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho;Seguro;Seguro;Suspenso;Suspenso;Seguro;Segura
2017-05-17;2.36;11.53;157.3;-3.37;1.64;3.75;154.0;-0.06;-0.03;0.06;206.0;0.54;0.11;0.35;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-18;2.65;14.01;144.8;-6.68;-0.29;6.69;182.5;-0.11;-0.09;0.14;219.1;1.24;0.05;1.27;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2017-05-19;3.12;11.52;121.1;-9.51;-2.14;9.75;192.7;-0.18;-0.19;0.26;226.0;0.69;0.0;0.56;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho;Seguro;Seguro;Suspenso;Suspenso;Seguro;Segura
2017-05-20;3.52;8.99;104.0;-10.49;-2.48;10.78;193.3;-0.23;-0.25;0.34;227.6;0.2;0.08;0.29;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho + Offloading;Seguro;Seguro;Suspenso;Suspenso;Suspenso;Segura
2017-05-21;3.73;9.08;89.3;-9.45;-5.55;10.96;210.4;-0.22;-0.3;0.37;233.8;0.32;0.12;0.37;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho + Offloading;Seguro;Seguro;Suspenso;Suspenso;Suspenso;Segura
2017-05-22;3.51;9.97;87.3;-1.91;-1.56;2.46;219.2;-0.11;-0.13;0.17;229.1;0.35;0.15;0.61;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho + Offloading;Seguro;Seguro;Suspenso;Suspenso;Suspenso;Segura
2017-05-23;3.14;10.6;108.1;-2.41;0.82;2.55;161.2;-0.06;-0.04;0.07;213.1;0.57;0.05;0.48;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio + ROV/Mergulho;Seguro;Seguro;Suspenso;Suspenso;Seguro;Segura
2017-05-24;2.77;9.67;93.8;-3.45;-3.85;5.17;228.1;-0.05;-0.11;0.12;246.6;0.3;0.13;0.3;Sobrevivencia Garantida;Dentro do Envelope ULS;Downtime Operacional;Barco de Apoio;Seguro;Seguro;Suspenso;Seguro;Seguro;Segura
2017-05-25;2.4;9.01;82.2;-4.75;-4.86;6.79;225.7;-0.07;-0.13;0.15;243.0;0.16;0.11;0.2;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-26;1.99;8.04;71.3;-3.22;-5.74;6.58;240.7;-0.05;-0.14;0.15;249.2;0.1;0.07;0.13;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-27;1.65;8.16;81.4;-1.98;-1.0;2.22;206.8;-0.05;-0.06;0.08;228.6;0.06;0.04;0.1;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-28;1.85;8.55;126.1;-3.25;0.89;3.37;164.7;-0.01;-0.01;0.01;205.1;0.09;0.01;0.19;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-29;2.29;12.81;175.7;-0.67;-2.57;2.66;255.4;0.03;-0.03;0.04;321.4;0.7;0.11;0.43;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-30;2.1;11.94;179.9;0.96;3.11;3.26;72.9;-0.01;0.02;0.03;120.2;0.48;0.08;0.21;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-05-31;2.12;10.94;176.7;-3.17;1.55;3.53;154.0;-0.03;-0.01;0.03;201.7;0.48;0.15;0.25;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-06-01;2.09;9.53;120.8;-4.04;-4.29;5.89;226.8;0.01;-0.08;0.08;277.7;0.22;0.0;0.33;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-06-02;2.09;7.44;195.1;6.76;1.58;6.94;13.2;0.04;0.06;0.07;55.3;0.07;0.06;0.03;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-06-03;1.89;8.3;189.7;-0.41;1.88;1.93;102.3;-0.01;0.01;0.01;143.6;0.1;0.08;0.06;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
2017-06-04;1.63;8.71;135.4;-3.13;-4.38;5.38;234.4;-0.02;-0.09;0.09;256.8;0.09;0.02;0.13;Sobrevivencia Garantida;Dentro do Envelope ULS;Operacao Normal;Todas as Operacoes Seguras;Seguro;Seguro;Seguro;Seguro;Seguro;Segura
